Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
61630102,M06,6045258,Medical Incident,06/12/2006,06/12/2006,06/12/2006 09:06:26 AM,06/12/2006 09:08:07 AM,06/12/2006 09:08:15 AM,06/12/2006 09:08:28 AM,,,,Other,06/12/2006 09:10:16 AM,BAKER ST/LOMBARD ST,SF,94123.0,B04,16,4314,3,3,3,True,,1,MEDIC,4.0,4.0,2.0,Marina,061630102-M06,POINT (-122.44598 37.798626),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,13.0
230403166,T07,23019585,Medical Incident,02/09/2023,02/09/2023,02/09/2023 08:30:53 PM,02/09/2023 08:30:53 PM,02/09/2023 08:32:40 PM,02/09/2023 08:33:28 PM,,,,Code 2 Transport,02/09/2023 08:36:03 PM,19TH ST/FLORIDA ST,San Francisco,94110.0,B02,7,5426,A,3,3,False,Non Life-threatening,1,TRUCK,6.0,6.0,9.0,Mission,230403166-T07,POINT (-122.410965 37.760426),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
150793910,AM22,15030469,Medical Incident,03/20/2015,03/20/2015,03/20/2015 11:23:35 PM,03/20/2015 11:24:42 PM,03/20/2015 11:25:11 PM,03/20/2015 11:25:55 PM,03/20/2015 11:28:10 PM,03/20/2015 11:54:09 PM,03/21/2015 12:01:08 AM,Code 2 Transport,03/21/2015 12:31:22 AM,GEARY ST/JONES ST,San Francisco,94102.0,B01,3.0,1462,E,E,3,False,Potentially Life-Threatening,1,PRIVATE,1.0,1.0,6.0,Tenderloin,150793910-AM22,POINT (-122.41316 37.786728),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
103510120,E03,10112539,Medical Incident,12/17/2010,12/17/2010,12/17/2010 09:41:03 AM,12/17/2010 09:42:26 AM,12/17/2010 09:43:24 AM,12/17/2010 09:44:26 AM,12/17/2010 09:47:30 AM,,,Other,12/17/2010 09:56:30 AM,EDDY ST/LEAVENWORTH ST,SF,94102.0,B02,3,1545,2,2,2,True,,1,ENGINE,1.0,2.0,6.0,Tenderloin,103510120-E03,POINT (-122.41424 37.783722),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
130140168,E11,13004760,Medical Incident,01/14/2013,01/14/2013,01/14/2013 11:11:40 AM,01/14/2013 11:12:56 AM,01/14/2013 11:13:07 AM,01/14/2013 11:14:22 AM,01/14/2013 11:15:51 AM,,,Other,01/14/2013 11:25:00 AM,VALLEY ST/DOLORES ST,SF,94110.0,B06,11.0,5576.0,2,2,2,True,Potentially Life-Threatening,1,ENGINE,2.0,6.0,8.0,Noe Valley,130140168-E11,POINT (-122.42446 37.744637),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22.0
11120166,M38,1034173,Medical Incident,04/22/2001,04/22/2001,04/22/2001 11:47:26 AM,04/22/2001 11:48:36 AM,04/22/2001 11:54:17 AM,04/22/2001 11:55:40 AM,04/22/2001 11:59:29 AM,04/22/2001 12:08:30 PM,04/22/2001 12:11:33 PM,Other,04/22/2001 12:29:20 PM,VAN NESS AVE/CALIFORNIA ST,SF,94109.0,B04,38,3155,1,1,2,True,,1,MEDIC,1.0,4.0,2.0,Nob Hill,011120166-M38,POINT (-122.42233 37.79037),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30.0
160601140,E03,16023842,Traffic Collision,02/29/2016,02/29/2016,02/29/2016 10:18:57 AM,02/29/2016 10:18:57 AM,02/29/2016 10:20:16 AM,02/29/2016 10:20:16 AM,,,,Code 2 Transport,02/29/2016 10:29:47 AM,ELM ST/POLK ST,San Francisco,94102.0,B02,3.0,3114.0,3,3,3,True,Potentially Life-Threatening,1,ENGINE,4.0,2.0,6.0,Tenderloin,160601140-E03,POINT (-122.4189 37.781704),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
12430353,T09,1075014,Medical Incident,08/31/2001,08/31/2001,08/31/2001 07:56:17 PM,08/31/2001 08:00:05 PM,08/31/2001 08:00:11 PM,,08/31/2001 08:03:50 PM,,,Other,08/31/2001 08:05:57 PM,FAIRFAX AVE/NEWHALL ST,SF,94124.0,B10,25,6457,3,3,3,False,,1,TRUCK,2.0,10.0,10.0,Bayview Hunters Point,012430353-T09,POINT (-122.387146 37.7413),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
231130853,E11,23055244,Medical Incident,04/23/2023,04/23/2023,04/23/2023 08:51:44 AM,04/23/2023 08:52:54 AM,04/23/2023 08:53:10 AM,04/23/2023 08:54:11 AM,04/23/2023 08:55:25 AM,,,Code 2 Transport,04/23/2023 09:28:18 AM,24TH ST/POPLAR ST,San Francisco,94110.0,B06,11,5525,E,3,3,True,Potentially Life-Threatening,1,ENGINE,1.0,6.0,8.0,Mission,231130853-E11,POINT (-122.42114 37.752075),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
160853049,T06,16033898,Alarms,03/25/2016,03/25/2016,03/25/2016 06:20:38 PM,03/25/2016 06:20:38 PM,03/25/2016 06:20:58 PM,03/25/2016 06:22:18 PM,03/25/2016 06:23:38 PM,,,Fire,03/25/2016 06:24:01 PM,16TH ST/CHURCH ST,San Francisco,94114.0,B02,6,5234,3,3,3,False,Alarm,1,TRUCK,1.0,2.0,8.0,Castro/Upper Market,160853049-T06,POINT (-122.428665 37.764507),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5.0
120590013,KM15,12019293,Medical Incident,02/28/2012,02/27/2012,02/28/2012 01:42:25 AM,02/28/2012 01:43:07 AM,02/28/2012 01:43:42 AM,02/28/2012 01:45:21 AM,02/28/2012 01:58:22 AM,02/28/2012 02:07:51 AM,02/28/2012 02:13:40 AM,Code 3 Transport,02/28/2012 03:15:54 AM,MISSION ST/RUTH ST,SF,94112.0,B09,43,6121,E,E,3,False,Potentially Life-Threatening,1,PRIVATE,4.0,9.0,11.0,Outer Mission,120590013-KM15,POINT (-122.43604 37.723045),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,28.0
132550363,E12,13086338,Vehicle Fire,09/12/2013,09/12/2013,09/12/2013 08:18:17 PM,09/12/2013 08:20:23 PM,09/12/2013 08:20:50 PM,09/12/2013 08:21:24 PM,09/12/2013 08:23:41 PM,,,Other,09/12/2013 09:13:24 PM,PAGE ST/COLE ST,SF,94117.0,B05,12,4533,3,3,3,True,Fire,1,ENGINE,1.0,5.0,5.0,Haight Ashbury,132550363-E12,POINT (-122.45041 37.77052),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,3.0
173611717,73,17151165,Medical Incident,12/27/2017,12/27/2017,12/27/2017 12:45:15 PM,12/27/2017 12:47:50 PM,12/27/2017 12:48:09 PM,,,,,Code 2 Transport,12/27/2017 12:49:16 PM,BUSH ST/SANSOME ST,San Francisco,94104.0,B01,13,1165,2,2,2,True,Non Life-threatening,1,MEDIC,3.0,1.0,3.0,Financial District/South Beach,173611717-73,POINT (-122.40074 37.791176),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
181154193,T06,18049141,Alarms,04/25/2018,04/25/2018,04/25/2018 10:27:57 PM,04/25/2018 10:29:31 PM,04/25/2018 10:30:08 PM,04/25/2018 10:31:25 PM,04/25/2018 10:33:24 PM,,,Fire,04/25/2018 10:40:35 PM,PAGE ST/WEBSTER ST,San Francisco,94102.0,B05,6,3531,3,3,3,False,Alarm,1,TRUCK,1.0,2.0,5.0,Hayes Valley,181154193-T06,POINT (-122.42899 37.773247),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,9.0
71770105,M38,7050680,Structure Fire / Smoke in Building,06/26/2007,06/26/2007,06/26/2007 09:32:24 AM,06/26/2007 09:34:25 AM,06/26/2007 09:36:18 AM,06/26/2007 09:38:22 AM,,,,Other,06/26/2007 09:42:42 AM,22ND AVE/CALIFORNIA ST,SF,94121.0,B07,14,7173,3,3,3,True,,1,MEDIC,7.0,7.0,1.0,Outer Richmond,071770105-M38,POINT (-122.48179 37.784027),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,29.0
43100237,91,4085823,Medical Incident,11/05/2004,11/05/2004,11/05/2004 02:42:44 PM,11/05/2004 02:45:52 PM,11/05/2004 02:46:15 PM,11/05/2004 02:46:32 PM,11/05/2004 02:51:08 PM,11/05/2004 03:15:43 PM,11/05/2004 03:35:01 PM,Other,11/05/2004 03:57:54 PM,STEVENSON ST/05TH ST,SF,94103.0,B03,01,2212,3,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,043100237-91,POINT (-122.407486 37.783527),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
211623236,71,21069284,Medical Incident,06/11/2021,06/11/2021,06/11/2021 08:19:51 PM,06/11/2021 08:19:51 PM,06/11/2021 08:20:06 PM,06/11/2021 08:20:10 PM,06/11/2021 08:28:35 PM,06/11/2021 08:33:02 PM,06/11/2021 08:43:23 PM,Code 2 Transport,06/11/2021 09:11:27 PM,06TH AVE/LAKE ST,San Francisco,94118.0,B07,31.0,7126.0,B,2,2,True,Non Life-threatening,1,MEDIC,1.0,7.0,2.0,Inner Richmond,211623236-71,POINT (-122.46469 37.78667),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11.0
102790125,E01,10088654,Medical Incident,10/06/2010,10/06/2010,10/06/2010 11:28:57 AM,10/06/2010 11:29:22 AM,10/06/2010 11:29:56 AM,10/06/2010 11:31:01 AM,10/06/2010 11:33:35 AM,,,Other,10/06/2010 11:40:31 AM,06TH ST/MINNA ST,SF,94103.0,B03,1,2251,2,2,2,True,,1,ENGINE,1.0,3.0,6.0,South of Market,102790125-E01,POINT (-122.40816 37.780537),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
73450368,83,7099271,Traffic Collision,12/11/2007,12/11/2007,12/11/2007 10:53:44 PM,12/11/2007 10:53:44 PM,12/11/2007 10:53:56 PM,12/11/2007 10:55:03 PM,12/11/2007 10:58:07 PM,,,Patient Declined Transport,12/11/2007 11:21:20 PM,VAN NESS AVE/JACKSON ST,SF,94109.0,B04,41,3153,3,3,3,True,,1,MEDIC,3.0,4.0,3.0,Russian Hill,073450368-83,POINT (-122.42305 37.793934),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30.0
51620298,M17,5043296,Medical Incident,06/11/2005,06/11/2005,06/11/2005 07:00:19 PM,06/11/2005 07:02:23 PM,06/11/2005 07:02:38 PM,06/11/2005 07:03:38 PM,06/11/2005 07:08:15 PM,06/11/2005 07:14:25 PM,06/11/2005 07:31:17 PM,Code 2 Transport,06/11/2005 07:48:46 PM,NICHOLS WAY/CAMERON WAY,SF,94124.0,B10,17,6613,2,2,2,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,051620298-M17,POINT (-122.388565 37.720123),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
201930707,84,20079610,Medical Incident,07/11/2020,07/11/2020,07/11/2020 08:48:29 AM,07/11/2020 08:49:10 AM,07/11/2020 08:49:35 AM,07/11/2020 08:49:40 AM,07/11/2020 09:01:00 AM,07/11/2020 09:31:21 AM,07/11/2020 09:35:30 AM,Code 3 Transport,07/11/2020 10:13:01 AM,BRYANT ST/15TH ST,San Francisco,94103.0,B02,29.0,5241.0,3,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,2.0,10.0,Mission,201930707-84,POINT (-122.41061 37.766903),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
221591033,T12,22072966,Alarms,06/08/2022,06/08/2022,06/08/2022 10:39:28 AM,06/08/2022 10:41:24 AM,06/08/2022 10:41:51 AM,06/08/2022 10:42:11 AM,06/08/2022 10:45:56 AM,,,Fire,06/08/2022 10:46:44 AM,SHRADER ST/PAGE ST,San Francisco,94117.0,B05,12,4533,3,3,3,False,Alarm,1,TRUCK,2.0,5.0,5.0,Haight Ashbury,221591033-T12,POINT (-122.45206 37.770313),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,3.0
161833705,AM20,16072521,Medical Incident,07/01/2016,07/01/2016,07/01/2016 10:21:24 PM,07/01/2016 10:21:57 PM,07/01/2016 10:22:10 PM,07/01/2016 10:22:48 PM,07/01/2016 10:34:47 PM,07/01/2016 10:34:49 PM,07/01/2016 10:46:24 PM,Code 2 Transport,07/01/2016 11:21:10 PM,TURK ST/MARKET ST/MASON ST,San Francisco,94103.0,B03,1.0,1365,3,3,3,False,Potentially Life-Threatening,1,PRIVATE,1.0,3.0,6.0,South of Market,161833705-AM20,POINT (-122.40895 37.783287),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
141100032,T13,14036988,Structure Fire / Smoke in Building,04/20/2014,04/19/2014,04/20/2014 03:03:07 AM,04/20/2014 03:03:08 AM,04/20/2014 03:03:14 AM,04/20/2014 03:06:13 AM,,,,Fire,04/20/2014 03:07:21 AM,VALLEJO ST/COWELL PL,SAN FRANCISCO,94111.0,B01,13,1213.0,3,3,3,False,Alarm,1,TRUCK,2.0,1.0,3.0,Financial District/South Beach,141100032-T13,POINT (-122.40184 37.799458),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
230010767,E03,23000134,Medical Incident,01/01/2023,12/31/2022,01/01/2023 04:54:30 AM,01/01/2023 04:57:38 AM,01/01/2023 05:52:00 AM,01/01/2023 05:53:50 AM,01/01/2023 05:56:26 AM,,,Code 2 Transport,01/01/2023 06:18:14 AM,EDDY ST/LEAVENWORTH ST,San Francisco,94102.0,B02,3.0,1545.0,1,1,2,True,Non Life-threatening,1,ENGINE,3.0,2.0,6.0,Tenderloin,230010767-E03,POINT (-122.41424 37.783722),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
232343033,T06,23112192,Medical Incident,08/22/2023,08/22/2023,08/22/2023 07:14:49 PM,08/22/2023 07:14:49 PM,08/22/2023 07:15:29 PM,08/22/2023 07:17:20 PM,08/22/2023 07:19:05 PM,,,Other,08/22/2023 07:26:32 PM,RAMONA AVE/15TH ST,San Francisco,94103.0,B02,6.0,5227.0,A,3,3,False,Potentially Life-Threatening,1,TRUCK,1.0,2.0,8.0,Mission,232343033-T06,POINT (-122.4252 37.76635),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
70210224,81,7006221,Medical Incident,01/21/2007,01/21/2007,01/21/2007 02:00:24 PM,01/21/2007 02:00:48 PM,01/21/2007 02:03:05 PM,01/21/2007 02:06:08 PM,,01/21/2007 02:30:22 PM,01/21/2007 02:48:42 PM,Code 2 Transport,01/21/2007 02:53:40 PM,15TH ST/MISSION ST,SF,94103.0,B02,36,5279,2,2,2,True,,1,MEDIC,1.0,2.0,9.0,Mission,070210224-81,POINT (-122.41982 37.766674),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
33120305,T01,3089737,Alarms,11/08/2003,11/08/2003,11/08/2003 07:26:45 PM,11/08/2003 07:30:26 PM,11/08/2003 07:31:04 PM,11/08/2003 07:32:54 PM,11/08/2003 07:35:22 PM,,,Other,11/08/2003 07:38:09 PM,POWELL ST/OFARRELL ST,SF,94102.0,B01,1,1363,3,3,3,False,,1,TRUCK,3.0,1.0,3.0,Tenderloin,033120305-T01,POINT (-122.408035 37.78641),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
182030372,E10,18085865,Medical Incident,07/22/2018,07/21/2018,07/22/2018 02:32:50 AM,07/22/2018 02:35:30 AM,07/22/2018 02:35:44 AM,07/22/2018 02:37:10 AM,,,,No Merit,07/22/2018 02:42:20 AM,GEARY BLVD/ARGUELLO BLVD,San Francisco,94118.0,B07,10.0,4452.0,3,3,3,True,Potentially Life-Threatening,1,ENGINE,2.0,7.0,1.0,Lone Mountain/USF,182030372-E10,POINT (-122.45886 37.781258),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11.0
60140180,M10,6003907,Medical Incident,01/14/2006,01/14/2006,01/14/2006 01:57:14 PM,01/14/2006 01:58:56 PM,01/14/2006 01:59:43 PM,01/14/2006 02:04:25 PM,01/14/2006 02:04:32 PM,01/14/2006 02:25:04 PM,01/14/2006 03:01:59 PM,Code 2 Transport,01/14/2006 03:07:39 PM,HEATHER AVE/MAYFAIR DR,SF,94118.0,B05,10,4374.0,3,3,3,True,,1,MEDIC,2.0,5.0,2.0,Presidio Heights,060140180-M10,POINT (-122.45291 37.785767),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,31.0
153390307,E16,15130321,Medical Incident,12/05/2015,12/04/2015,12/05/2015 01:54:07 AM,12/05/2015 01:55:11 AM,12/05/2015 01:55:28 AM,12/05/2015 01:57:25 AM,12/05/2015 01:58:54 AM,,,Code 2 Transport,12/05/2015 02:08:24 AM,LOMBARD ST/WEBSTER ST,San Francisco,94123.0,B04,16.0,3461,3,3,3,True,Potentially Life-Threatening,1,ENGINE,1.0,4.0,2.0,Marina,153390307-E16,POINT (-122.4344 37.800053),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,13.0
100850064,AM04,10026223,Medical Incident,03/26/2010,03/25/2010,03/26/2010 07:23:43 AM,03/26/2010 07:26:14 AM,03/26/2010 07:26:28 AM,03/26/2010 07:38:56 AM,,,,Other,03/26/2010 07:40:10 AM,WARREN DR/07TH AVE/LAWTON ST,SF,94122.0,B08,22,7331,3,3,3,False,,1,PRIVATE,4.0,8.0,7.0,Inner Sunset,100850064-AM04,POINT (-122.46378 37.758537),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14.0
160880708,E03,16034842,Medical Incident,03/28/2016,03/27/2016,03/28/2016 07:46:28 AM,03/28/2016 07:47:08 AM,03/28/2016 07:47:23 AM,03/28/2016 07:48:21 AM,03/28/2016 07:52:25 AM,,,Code 2 Transport,03/28/2016 07:58:34 AM,FRANKLIN ST/OLIVE ST,San Francisco,94109.0,B02,3.0,3221.0,3,3,3,True,Potentially Life-Threatening,1,ENGINE,2.0,2.0,5.0,Western Addition,160880708-E03,POINT (-122.422745 37.784084),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39.0
223431800,E02,22159516,Medical Incident,12/09/2022,12/09/2022,12/09/2022 02:06:22 PM,12/09/2022 02:11:11 PM,12/09/2022 02:11:38 PM,12/09/2022 02:12:54 PM,12/09/2022 02:14:51 PM,,,Code 2 Transport,12/09/2022 02:24:57 PM,GRANT AVE/COLUMBUS AVE,San Francisco,94133.0,B01,2,1311,3,2,2,True,Potentially Life-Threatening,1,ENGINE,1.0,1.0,3.0,North Beach,223431800-E02,POINT (-122.40708 37.798153),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,23.0
61480048,B01,6041016,Alarms,05/28/2006,05/27/2006,05/28/2006 04:48:49 AM,05/28/2006 04:49:48 AM,05/28/2006 04:50:06 AM,05/28/2006 04:52:53 AM,05/28/2006 04:55:20 AM,,,Other,05/28/2006 05:00:04 AM,GEARY ST/JONES ST,SF,94102.0,B01,3,1462,3,3,3,False,,1,CHIEF,3.0,1.0,6.0,Tenderloin,061480048-B01,POINT (-122.41316 37.786728),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
141610317,77,14055371,Medical Incident,06/10/2014,06/09/2014,06/10/2014 04:06:20 AM,06/10/2014 04:07:34 AM,06/10/2014 04:08:18 AM,06/10/2014 04:08:50 AM,06/10/2014 04:12:04 AM,06/10/2014 04:45:50 AM,06/10/2014 04:47:04 AM,Code 2 Transport,06/10/2014 05:06:32 AM,BOARDMAN PL/BRYANT ST,San Francisco,94103.0,B03,8.0,2255.0,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,3.0,6.0,South of Market,141610317-77,POINT (-122.40363 37.77516),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
172472006,RS1,17104036,Medical Incident,09/04/2017,09/04/2017,09/04/2017 01:51:21 PM,09/04/2017 01:51:43 PM,09/04/2017 01:52:10 PM,09/04/2017 01:53:52 PM,,,,Code 2 Transport,09/04/2017 01:55:03 PM,EDDY ST/MASON ST,San Francisco,94102.0,B03,3.0,1453.0,3,3,3,False,Potentially Life-Threatening,1,RESCUE SQUAD,3.0,3.0,6.0,Tenderloin,172472006-RS1,POINT (-122.40931 37.784348),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
51680016,E28,5044728,Medical Incident,06/17/2005,06/16/2005,06/17/2005 01:43:44 AM,06/17/2005 01:45:20 AM,06/17/2005 01:45:49 AM,06/17/2005 01:47:00 AM,06/17/2005 01:49:32 AM,,,Other,06/17/2005 01:55:42 AM,TAYLOR ST/JEFFERSON ST,SF,94133.0,B01,28,945,3,3,3,True,,1,ENGINE,1.0,1.0,3.0,North Beach,051680016-E28,POINT (-122.4158 37.808212),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,23.0
141532234,KM09,14052626,Medical Incident,06/02/2014,06/02/2014,06/02/2014 04:16:12 PM,06/02/2014 04:17:36 PM,06/02/2014 04:17:57 PM,06/02/2014 04:18:39 PM,06/02/2014 04:23:47 PM,,,Patient Declined Transport,06/02/2014 04:50:07 PM,SUTTER ST/POWELL ST,San Francisco,94108.0,B01,3.0,1412.0,3,3,3,False,Potentially Life-Threatening,1,PRIVATE,2.0,1.0,3.0,Nob Hill,141532234-KM09,POINT (-122.40859 37.789227),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
182951361,B10,18123583,Alarms,10/22/2018,10/22/2018,10/22/2018 10:39:39 AM,10/22/2018 10:42:01 AM,10/22/2018 10:42:52 AM,10/22/2018 10:45:27 AM,,,,Fire,10/22/2018 10:46:45 AM,INNES AVE/COLEMAN ST/INNES CT,Hunters Point,94124.0,B10,17,6721.0,3,3,3,False,Alarm,1,CHIEF,2.0,10.0,10.0,Bayview Hunters Point,182951361-B10,POINT (-122.36843 37.727844),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
201253348,58,20052685,Medical Incident,05/04/2020,05/04/2020,05/04/2020 08:34:12 PM,05/04/2020 08:38:00 PM,05/04/2020 08:38:55 PM,05/04/2020 08:39:02 PM,05/04/2020 08:42:06 PM,05/04/2020 08:50:04 PM,05/04/2020 09:01:48 PM,Code 2 Transport,05/04/2020 09:30:35 PM,06TH ST/MISSION ST,San Francisco,94103.0,B03,1,2251,3,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,3.0,6.0,South of Market,201253348-58,POINT (-122.40871 37.78097),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
52740221,E03,5073513,Medical Incident,10/01/2005,10/01/2005,10/01/2005 03:38:09 PM,10/01/2005 03:39:25 PM,10/01/2005 03:39:37 PM,10/01/2005 03:41:32 PM,10/01/2005 03:42:18 PM,,,Other,10/01/2005 03:52:35 PM,POLK ST/PINE ST,SF,94109.0,B04,3,3122,3,3,3,True,,1,ENGINE,1.0,4.0,3.0,Nob Hill,052740221-E03,POINT (-122.420494 37.78962),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21.0
182723451,57,18114208,Medical Incident,09/29/2018,09/29/2018,09/29/2018 08:37:31 PM,09/29/2018 08:39:16 PM,09/29/2018 08:43:43 PM,09/29/2018 08:43:47 PM,09/29/2018 09:01:47 PM,09/29/2018 09:02:17 PM,09/29/2018 09:09:31 PM,Code 2 Transport,09/29/2018 09:45:01 PM,EDDY ST/MASON ST,San Francisco,94102.0,B03,3,1453,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,3.0,6.0,Tenderloin,182723451-57,POINT (-122.40931 37.784348),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
30600176,T10,3017206,Structure Fire / Smoke in Building,03/01/2003,03/01/2003,03/01/2003 11:54:54 AM,03/01/2003 11:56:00 AM,03/01/2003 11:56:33 AM,03/01/2003 11:57:42 AM,03/01/2003 12:06:23 PM,,,Other,03/01/2003 02:58:25 PM,CALIFORNIA ST/11TH AVE,SF,94118.0,B07,31,7147,3,3,3,False,,1,TRUCK,10.0,7.0,1.0,Inner Richmond,030600176-T10,POINT (-122.46991 37.784573),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11.0
123590274,E03,12120273,Alarms,12/24/2012,12/24/2012,12/24/2012 06:41:00 PM,12/24/2012 06:42:10 PM,12/24/2012 06:42:21 PM,12/24/2012 06:43:07 PM,12/24/2012 06:45:12 PM,,,Other,12/24/2012 06:50:23 PM,SUTTER ST/HYDE ST,SF,94109.0,B04,3,1557,3,3,3,True,Alarm,1,ENGINE,1.0,4.0,3.0,Nob Hill,123590274-E03,POINT (-122.416824 37.788177),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21.0
202842556,T03,20116843,Citizen Assist / Service Call,10/10/2020,10/10/2020,10/10/2020 06:29:33 PM,10/10/2020 06:31:03 PM,10/10/2020 06:31:11 PM,10/10/2020 06:32:53 PM,10/10/2020 06:55:07 PM,,,Patient Declined Transport,10/10/2020 06:57:26 PM,OFARRELL ST/SHANNON ST,San Francisco,94102.0,B01,3.0,1452.0,3,3,3,False,Alarm,1,TRUCK,2.0,3.0,6.0,Tenderloin,202842556-T03,POINT (-122.41215 37.785892),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
242590689,QRV1,24127333,Medical Incident,09/15/2024,09/15/2024,09/15/2024 08:01:21 AM,09/15/2024 08:02:02 AM,09/15/2024 08:02:55 AM,09/15/2024 08:02:55 AM,09/15/2024 08:05:13 AM,,,Other,09/15/2024 08:14:13 AM,LEAVENWORTH ST/UNITED NATIONS PLZ,San Francisco,94102.0,B02,36.0,2317,E,3,3,False,Potentially Life-Threatening,1,SUPPORT,1.0,2.0,5.0,Tenderloin,242590689-QRV1,POINT (-122.413487399 37.77999174),09/27/2024 03:29:05 AM,11/20/2024 04:28:44 AM,36.0
242901940,AM108,24143893,Medical Incident,10/16/2024,10/16/2024,10/16/2024 02:45:50 PM,10/16/2024 02:48:19 PM,10/16/2024 02:53:14 PM,10/16/2024 02:54:02 PM,10/16/2024 03:10:01 PM,10/16/2024 03:24:34 PM,10/16/2024 03:59:00 PM,Code 2 Transport,10/16/2024 05:50:24 PM,06TH ST/BRANNAN ST/I-280 NORTHBOUND/I-280 SOUTHBOUND,San Francisco,94103.0,B03,08,2256,1,1,2,False,Non Life-threatening,1,PRIVATE,2.0,3.0,6.0,Mission Bay,242901940-AM108,POINT (-122.400981568 37.774808776),10/17/2024 03:17:59 AM,10/24/2024 04:11:57 AM,4.0
41960401,T03,4054866,Alarms,07/14/2004,07/14/2004,07/14/2004 08:52:24 PM,07/14/2004 08:54:05 PM,07/14/2004 08:54:15 PM,07/14/2004 08:54:42 PM,07/14/2004 08:55:35 PM,,,Other,07/14/2004 09:04:26 PM,ELLIS ST/VAN NESS AVE,SF,94109.0,B04,3,3162,3,3,3,False,,1,TRUCK,1.0,2.0,5.0,Western Addition,041960401-T03,POINT (-122.421005 37.783825),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
